locus tag	gene name	start	end	gene length	amino acid length	strand
SL1344_3486	rtcB	3702885	3704102	1218	405	-1
SL1344_3546	yhhS	3769545	3770762	1218	405	-1
SL1344_3811	intA	4071147	4072364	1218	405	1
SL1344_1294	ydiN	1398221	1399440	1220	405,6666667	-1
SL1344_0486	fsr	551729	552949	1221	406	-1
SL1344_0664	nagC	741103	742323	1221	406	-1
SL1344_1307	sufS	1413037	1414257	1221	406	1
SL1344_1418	mlc	1521955	1523175	1221	406	1
SL1344_2077	wcaL	2179157	2180377	1221	406	-1
SL1344_2630	yfiN	2813909	2815129	1221	406	1
SL1344_4397	SL1344_4397	4729908	4731128	1221	406	-1
SL1344_4412	idnT	4746376	4747596	1221	406	-1
SL1344_0729	tolA	814028	815251	1224	407	1
SL1344_0764	hutI	851095	852318	1224	407	1
SL1344_1266	rfc	1366940	1368163	1224	407	-1
SL1344_2083	wcaI	2187655	2188878	1224	407	-1
SL1344_3696	dfp	3944832	3946055	1224	407	1
SL1344_4496	deoB	4844288	4845511	1224	407	1
SL1344_1238	argDa	1339047	1340273	1227	408	1
SL1344_1316	orf408	1421658	1422884	1227	408	-1
SL1344_1561	sseJ	1678146	1679372	1227	408	1
SL1344_2423	eutH	2567740	2568966	1227	408	-1
SL1344_3778	yidR	4032286	4033512	1227	408	-1
SL1344_4364	SL1344_4364	4698567	4699793	1227	408	1
SL1344_4516	creC	4865700	4866926	1227	408	1
SL1344_0180	yadE	209791	211020	1230	409	1
SL1344_1164	pepT	1269559	1270788	1230	409	1
SL1344_2600	SL1344_2600	2776000	2777229	1230	409	-1
SL1344_2863	sipC	3050433	3051662	1230	409	-1
SL1344_3000	SL1344_3000	3203985	3205214	1230	409	1
SL1344_0842	mdfA	937756	938988	1233	410	1
SL1344_0923	ycaQ	1029768	1031000	1233	410	1
SL1344_3038	serA	3243999	3245231	1233	410	-1
SL1344_0520	allC	588211	589446	1236	411	-1
SL1344_0593	ybdN	666130	667365	1236	411	-1
SL1344_2164	yeiA	2280344	2281579	1236	411	1
SL1344_2372	SL1344_2372	2516849	2518084	1236	411	1
SL1344_3468	envZ	3679779	3681014	1236	411	-1
SL1344_0603	ybdR	677511	678749	1239	412	1
SL1344_0649	SL1344_0649	723699	724937	1239	412	-1
SL1344_2370	yfdZ	2513721	2514959	1239	412	-1
SL1344_3455	comE	3664732	3665970	1239	412	-1
SL1344_0788	ybhO	876367	877608	1242	413	-1
SL1344_0822	moeA	914972	916213	1242	413	-1
SL1344_1056	agp	1160022	1161263	1242	413	1
SL1344_1134	fabF	1236577	1237818	1242	413	1
SL1344_1474	SL1344_1474	1578262	1579503	1242	413	-1
SL1344_1949	SL1344_1949	2057169	2058410	1242	413	-1
SL1344_2103	SL1344_2103	2212000	2213241	1242	413	1
SL1344_2163	SL1344_2163	2279109	2280350	1242	413	1
SL1344_2211	SL1344_2211	2333080	2334321	1242	413	-1
SL1344_2376	mntH	2521435	2522676	1242	413	-1
SL1344_2652	corB	2830773	2832014	1242	413	1
SL1344_3177	cca	3389926	3391167	1242	413	1
SL1344_3958	SL1344_3958	4242294	4243535	1242	413	-1
SL1344_3967	yihS	4253044	4254285	1242	413	-1
SL1344_4265	yjeH	4593838	4595079	1242	413	-1
SL1344_4448	yjiO	4792625	4793866	1242	413	-1
SL1344_0314	frsA	362704	363948	1245	414	1
SL1344_0581	ybdA	653171	654415	1245	414	1
SL1344_1156	ycfW	1260714	1261958	1245	414	1
SL1344_2760	iroD	2943912	2945156	1245	414	1
SL1344_3198	ygjU	3414205	3415449	1245	414	1
SL1344_2723	SL1344_2723	2900734	2901979	1246	414,3333333	1
SL1344_0513	SL1344_0513	580570	581817	1248	415	1
SL1344_2364	pgtA	2504977	2506224	1248	415	-1
SL1344_0318	proA	366908	368158	1251	416	1
SL1344_1176	icdA	1281238	1282488	1251	416	1
SL1344_2563	gipA	2745865	2747115	1251	416	1
SL1344_3630	avtA	3874047	3875297	1251	416	1
SL1344_3885	wzxE	4156340	4157590	1251	416	1
SL1344_0038	SL1344_0038	42932	44185	1254	417	1
SL1344_0351	SL1344_0351	401375	402628	1254	417	1
SL1344_0615	dcuC	689879	691132	1254	417	-1
SL1344_1003	pqiA	1110249	1111502	1254	417	1
SL1344_1416	ynfM	1519555	1520808	1254	417	-1
SL1344_2517	glyA	2691398	2692651	1254	417	-1
SL1344_2969	amiC	3162818	3164071	1254	417	-1
SL1344_3305	codB	3523255	3524508	1254	417	1
SL1344_1705	hemA	1831307	1832563	1257	418	-1
SL1344_2384	xapB	2531263	2532519	1257	418	-1
SL1344_3088	nupG	3292158	3293414	1257	418	1
SL1344_0523	ylbE	592522	593781	1260	419	1
SL1344_2254	glpB	2389570	2390829	1260	419	1
SL1344_3279	murA	3496312	3497571	1260	419	-1
SL1344_3353	accC	3572086	3573345	1260	419	1
SL1344_3876	rho	4147129	4148388	1260	419	1
SL1344_3995	rhaA	4277490	4278749	1260	419	-1
SL1344_4297	hflK	4627031	4628290	1260	419	1
SL1344_4507	nadR	4856362	4857621	1260	419	1
SL1344_0132	ftsA	154363	155625	1263	420	1
SL1344_2896	ygbK	3082009	3083271	1263	420	-1
SL1344_2991	lysA	3194157	3195419	1263	420	-1
SL1344_3799	SL1344_3799	4056670	4057932	1263	420	1
SL1344_3880	rffD	4151962	4153224	1263	420	1
SL1344_0817	ybiU	908194	909459	1266	421	-1
SL1344_1713	SL1344_1713	1839921	1841186	1266	421	-1
SL1344_1894	yedE	2011310	2012575	1266	421	1
SL1344_3874	rhlB	4144972	4146237	1266	421	-1
SL1344_0742	SL1344_0742	827806	829074	1269	422	1
SL1344_1925	umuC	2037460	2038728	1269	422	-1
SL1344_2334	folC	2475070	2476338	1269	422	-1
SL1344_2774	ygaF	2961420	2962688	1269	422	1
SL1344_3328	SL1344_3328	3545216	3546484	1269	422	-1
SL1344_3479	gntT	3691960	3693228	1269	422	1
SL1344_0073	caiB	84183	85454	1272	423	-1
SL1344_0163	SL1344_0163	191146	192417	1272	423	1
SL1344_0443	clpX	503571	504842	1272	423	1
SL1344_1306	sufD	1411769	1413040	1272	423	1
SL1344_2119	yegT	2233987	2235258	1272	423	1
SL1344_3230	SL1344_3230	3447534	3448805	1272	423	1
SL1344_3560	SL1344_3560	3787489	3788760	1272	423	-1
SL1344_4447	yjiN	4791267	4792538	1272	423	-1
SL1344_1381	tyrS	1480339	1481613	1275	424	1
SL1344_2484	hisS	2652587	2653861	1275	424	-1
SL1344_P1_0053	samB	46488	47762	1275	424	1
SL1344_2416	SL1344_2416	2560299	2561576	1278	425	1
SL1344_2515	csiE	2688791	2690068	1278	425	1
SL1344_3452	damX	3661226	3662503	1278	425	-1
SL1344_3528	livM	3751455	3752732	1278	425	-1
SL1344_3637	yiaN	3879999	3881276	1278	425	1
SL1344_4196	siiD	4502472	4503749	1278	425	1
SL1344_0203	hemL	237207	238487	1281	426	-1
SL1344_1070	SL1344_1070	1177964	1179244	1281	426	1
SL1344_2078	wcaK	2180374	2181654	1281	426	-1
SL1344_3306	codA	3524495	3525775	1281	426	1
SL1344_4296	hflX	4625536	4626816	1281	426	1
SL1344_0323	SL1344_0323	370836	372119	1284	427	1
SL1344_0432	SL1344_0432	491475	492758	1284	427	1
SL1344_0712	gltA	795365	796648	1284	427	-1
SL1344_0763	ybhC	849574	850857	1284	427	-1
SL1344_0915	aroA	1019201	1020484	1284	427	1
SL1344_1777	yebS	1902180	1903463	1284	427	1
SL1344_2498	pepB	2673834	2675117	1284	427	-1
SL1344_2730	SL1344_2730	2908638	2909921	1284	427	1
SL1344_2746	SL1344_2746	2926180	2927463	1284	427	-1
SL1344_2776	gabT	2964173	2965456	1284	427	1
SL1344_3671	yibP	3920432	3921715	1284	427	1
SL1344_0004	thrC	3734	5020	1287	428	1
SL1344_0078	fixC	90464	91750	1287	428	1
SL1344_0093	surA	104473	105759	1287	428	-1
SL1344_0457	amtB	520382	521668	1287	428	1
SL1344_1219	yeaH	1317272	1318558	1287	428	-1
SL1344_1286	ydiS	1389063	1390349	1287	428	-1
SL1344_1472	SL1344_1472	1575173	1576459	1287	428	-1
SL1344_3579	dctA	3811595	3812881	1287	428	-1
SL1344_0770	bioA	858049	859338	1290	429	-1
SL1344_1040	hpaG	1144543	1145832	1290	429	1
SL1344_1420	clcB	1523952	1525241	1290	429	-1
SL1344_2259	yfaV	2394585	2395874	1290	429	-1
SL1344_2460	uraA	2608372	2609661	1290	429	-1
SL1344_2950	sdaC	3142234	3143523	1290	429	1
SL1344_3191	oat	3405500	3406789	1290	429	1
SL1344_3375	fmu	3599942	3601231	1290	429	1
SL1344_4114	purD	4412492	4413781	1290	429	-1
SL1344_P2_0066	traO	55144	56433	1290	429	-1
SL1344_0730	tolB	815375	816667	1293	430	1
SL1344_0901	serS	1000359	1001651	1293	430	1
SL1344_0942	SL1344_0942	1054795	1056087	1293	430	-1
SL1344_2065	rfbX	2166340	2167632	1293	430	-1
SL1344_2399	ptsJ	2546219	2547511	1293	430	1
SL1344_3523	ugpB	3747683	3748975	1293	430	-1
SL1344_P2_0085	pilV	71003	72295	1293	430	-1
SL1344_0393	phoR	451040	452335	1296	431	1
SL1344_2279	menF	2415098	2416393	1296	431	-1
SL1344_2873	invC	3059253	3060548	1296	431	-1
SL1344_2938	rumA	3126629	3127924	1296	431	-1
SL1344_3503	glgC	3724134	3725429	1296	431	-1
SL1344_P2_0092	pilO	77251	78546	1296	431	-1
SL1344_0441	tig	501151	502449	1299	432	1
SL1344_0517	ybbY	584866	586164	1299	432	1
SL1344_1731	dadA	1859542	1860840	1299	432	-1
SL1344_2441	SL1344_2441	2585584	2586882	1299	432	1
SL1344_2931	eno	3118827	3120125	1299	432	-1
SL1344_3591	yhjV	3830256	3831554	1299	432	1
SL1344_4299	purA	4629676	4630974	1299	432	1
SL1344_0055	SL1344_0055	63548	64849	1302	433	-1
SL1344_0745	dcoB	831173	832474	1302	433	1
SL1344_1349	ssaN	1452543	1453844	1302	433	1
SL1344_1402	rstB	1503258	1504559	1302	433	-1
SL1344_2618	kgtP	2794788	2796089	1302	433	-1
SL1344_3102	ordL	3308212	3309513	1302	433	-1
SL1344_3140	SL1344_3140	3347286	3348587	1302	433	1
SL1344_3175	ygiF	3387706	3389007	1302	433	-1
SL1344_3323	oadB2	3540149	3541450	1302	433	-1
SL1344_0277	sciP	321087	322391	1305	434	1
SL1344_0484	gsk	548485	549789	1305	434	1
SL1344_0671	SL1344_0671	750782	752086	1305	434	-1
SL1344_1148	ndh	1250596	1251900	1305	434	1
SL1344_2049	hisD	2148332	2149636	1305	434	1
SL1344_3108	exuT	3315122	3316426	1305	434	-1
SL1344_4119	aceA	4424961	4426265	1305	434	1
SL1344_0209	dgt	243051	244358	1308	435	1
SL1344_3145	ygiK	3353819	3355126	1308	435	1
SL1344_4001	SL1344_4001	4284831	4286138	1308	435	-1
SL1344_2358	fadI	2497968	2499278	1311	436	-1
SL1344_3210	yhaN	3422720	3424030	1311	436	-1
SL1344_4178	SL1344_4178	4483854	4485164	1311	436	1
SL1344_4219	gltP	4544308	4545618	1311	436	1
SL1344_1544	SL1344_1544	1660058	1661371	1314	437	1
SL1344_2067	rfbH	2168641	2169954	1314	437	-1
SL1344_2360	fadL	2500105	2501418	1314	437	1
SL1344_0126	murD	147403	148719	1317	438	1
SL1344_2955	fucP	3148334	3149650	1317	438	1
SL1344_3758	SL1344_3758	4013556	4014872	1317	438	-1
SL1344_0394	brnQ	452744	454063	1320	439	1
SL1344_0682	potE	761474	762793	1320	439	-1
SL1344_1524	srfA	1636624	1637943	1320	439	1
SL1344_1824	yebA	1942648	1943967	1320	439	-1
SL1344_3564	SL1344_3564	3792419	3793738	1320	439	-1
SL1344_4195	siiC	4501156	4502475	1320	439	1
SL1344_4292	amiB	4620945	4622264	1320	439	1
SL1344_0929	mukF	1034769	1036091	1323	440	1
SL1344_2175	SL1344_2175	2292902	2294224	1323	440	1
SL1344_3574	yhjE	3804377	3805699	1323	440	1
SL1344_3626	xylA	3867782	3869104	1323	440	-1
SL1344_3770	dsdA	4025766	4027088	1323	440	1
SL1344_4495	deoA	4842914	4844236	1323	440	1
SL1344_0332	stbD	379183	380508	1326	441	-1
SL1344_0552	ykgC	619816	621141	1326	441	1
SL1344_0828	rimO	922790	924115	1326	441	-1
SL1344_1723	SL1344_1723	1850384	1851709	1326	441	1
SL1344_2243	SL1344_2243	2375690	2377015	1326	441	-1
SL1344_3092	SL1344_3092	3297528	3298853	1326	441	-1
SL1344_3597	SL1344_3597	3837910	3839235	1326	441	-1
SL1344_4113	hydG	4411170	4412495	1326	441	1
SL1344_4175	dinF	4481327	4482652	1326	441	1
SL1344_3754	uhpC	4009026	4010354	1329	442	-1
SL1344_2214	SL1344_2214	2335540	2336871	1332	443	1
SL1344_2520	cadB	2696253	2697584	1332	443	1
SL1344_2970	argA	3164304	3165635	1332	443	1
SL1344_3211	yhaO	3424056	3425387	1332	443	-1
SL1344_3215	tdcC	3430739	3432070	1332	443	-1
SL1344_3387	prlA	3607509	3608840	1332	443	-1
SL1344_3937	pepQ	4213234	4214565	1332	443	1
SL1344_4040	hslU	4320588	4321919	1332	443	-1
SL1344_2607	srmB	2783316	2784650	1335	444	1
SL1344_2787	SL1344_2787	2972307	2973641	1335	444	-1
SL1344_3497	SL1344_3497	3715262	3716596	1335	444	1
SL1344_4014	SL1344_4014	4297042	4298376	1335	444	1
SL1344_2293	nuoF	2432367	2433704	1338	445	-1
SL1344_2524	yfhA	2701791	2703128	1338	445	-1
SL1344_3265	glmM	3483112	3484449	1338	445	-1
SL1344_3769	dsdX	4024411	4025748	1338	445	1
SL1344_3793	dgoT	4050526	4051863	1338	445	-1
SL1344_3818	yieG	4079045	4080382	1338	445	-1
SL1344_4231	adiC	4557453	4558790	1338	445	-1
SL1344_0058	SL1344_0058	67052	68392	1341	446	-1
SL1344_0080	yaaU	92181	93521	1341	446	1
SL1344_1937	SL1344_1937	2047582	2048922	1341	446	-1
SL1344_2941	gudD	3132002	3133342	1341	446	-1
SL1344_2942	ygcY	3133363	3134703	1341	446	-1
SL1344_3507	gntU	3731480	3732820	1341	446	-1
SL1344_4238	dcuB	4568399	4569739	1341	446	-1
SL1344_0276	sciO	319747	321090	1344	447	1
SL1344_0860	SL1344_0860	953786	955129	1344	447	1
SL1344_0900	ycaJ	998757	1000100	1344	447	1
SL1344_1234	gdhA	1335489	1336832	1344	447	-1
SL1344_1241	astB	1342770	1344113	1344	447	1
SL1344_1313	orf48	1418592	1419935	1344	447	-1
SL1344_1554	SL1344_1554	1670112	1671455	1344	447	-1
SL1344_3262	argG	3479628	3480971	1344	447	1
SL1344_3920	SL1344_3920	4193915	4195258	1344	447	1
SL1344_4340	ytfL	4664256	4665599	1344	447	-1
SL1344_4358	srfJ	4689596	4690939	1344	447	1
SL1344_1302	SL1344_1302	1407394	1408740	1347	448	-1
SL1344_P2_0011	yagA	6669	8015	1347	448	1
SL1344_2473	xseA	2623795	2625144	1350	449	1
SL1344_3152	ygiY	3362158	3363507	1350	449	1
SL1344_4156	lysC	4459759	4461108	1350	449	-1
SL1344_4204	yjcD	4527438	4528787	1350	449	1
SL1344_4517	creD	4866984	4868333	1350	449	1
SL1344_0224	yaeL	260991	262343	1353	450	1
SL1344_2102	yegD	2210207	2211559	1353	450	1
SL1344_3562	gor	3789918	3791270	1353	450	1
SL1344_4368	pmbA	4702409	4703761	1353	450	1
SL1344_1251	celF	1351797	1353152	1356	451	1
SL1344_2029	pduS	2126451	2127806	1356	451	1
SL1344_2616	pssA	2793068	2794423	1356	451	1
SL1344_3066	galP	3274081	3275436	1356	451	1
SL1344_4235	melA	4563690	4565045	1356	451	1
SL1344_0124	murF	144966	146324	1359	452	1
SL1344_1248	celB	1349063	1350421	1359	452	1
SL1344_1312	pykF	1416778	1418136	1359	452	-1
SL1344_1656	trpC	1778564	1779922	1359	452	1
SL1344_2156	SL1344_2156	2273114	2274472	1359	452	-1
SL1344_2252	glpT	2386321	2387679	1359	452	-1
SL1344_2943	gudT	3134700	3136058	1359	452	-1
SL1344_3748	SL1344_3748	4003543	4004901	1359	452	-1
SL1344_3887	rffT	4158663	4160021	1359	452	1
SL1344_4168	lamB	4473370	4474728	1359	452	1
SL1344_0516	allB	583446	584807	1362	453	1
SL1344_2112	yegQ	2227400	2228761	1362	453	1
SL1344_2421	eutB	2564967	2566328	1362	453	-1
SL1344_2532	SL1344_2532	2712924	2714285	1362	453	-1
SL1344_2650	ffh	2828390	2829751	1362	453	-1
SL1344_0430	yajR	487841	489205	1365	454	-1
SL1344_0796	rhlE	884841	886205	1365	454	1
SL1344_1034	copS	1138602	1139966	1365	454	-1
SL1344_1753	pabB	1878734	1880098	1365	454	1
SL1344_1755	sdaA	1880944	1882308	1365	454	1
SL1344_2045	yeeF	2143542	2144906	1365	454	-1
SL1344_2949	ygdH	3140305	3141669	1365	454	1
SL1344_3212	tdcG	3425703	3427067	1365	454	-1
SL1344_0255	dniR	299914	301281	1368	455	-1
SL1344_2173	SL1344_2173	2290398	2291765	1368	455	-1
SL1344_2274	menE	2409389	2410756	1368	455	-1
SL1344_2951	sdaB	3143582	3144949	1368	455	1
SL1344_3320	degQ	3536834	3538201	1368	455	1
SL1344_0395	proY	454138	455508	1371	456	1
SL1344_1170	purB	1276340	1277710	1371	456	-1
SL1344_1901	fliI	2017477	2018847	1371	456	1
SL1344_2081	cpsG	2184735	2186105	1371	456	-1
SL1344_2801	SL1344_2801	2987130	2988500	1371	456	-1
SL1344_3829	glmU	4092364	4093734	1371	456	-1
SL1344_4351	iolT1	4680006	4681376	1371	456	-1
SL1344_4450	SL1344_4450	4795041	4796411	1371	456	1
SL1344_0043	SL1344_0043	50451	51824	1374	457	-1
SL1344_0150	aroP	173384	174757	1374	457	-1
SL1344_1357	norM	1458814	1460187	1374	457	-1
SL1344_1586	dbpA	1705141	1706514	1374	457	-1
SL1344_1628	steC	1747010	1748383	1374	457	-1
SL1344_1772	SL1344_1772	1896206	1897579	1374	457	1
SL1344_3233	gatC	3449603	3450976	1374	457	1
SL1344_3444	cysG	3648951	3650324	1374	457	1
SL1344_3554	pitA	3779941	3781314	1374	457	1
SL1344_3825	SL1344_3825	4086103	4087476	1374	457	-1
SL1344_3951	hemN	4232609	4233982	1374	457	1
SL1344_4007	cpxA	4289814	4291187	1374	457	-1
SL1344_1046	hpaX	1150358	1151734	1377	458	1
SL1344_3376	sapG	3601253	3602629	1377	458	1
SL1344_3810	thdF	4069515	4070891	1377	458	1
SL1344_4073	argH	4362857	4364233	1377	458	1
SL1344_1437	ydfJ	1541400	1542779	1380	459	1
SL1344_2011	cbiA	2110137	2111516	1380	459	-1
SL1344_4349	mpl	4677252	4678631	1380	459	1
SL1344_1407	ydgI	1509397	1510779	1383	460	-1
SL1344_3716	yicJ	3968220	3969602	1383	460	-1
SL1344_3740	SL1344_3740	3997257	3998639	1383	460	1
SL1344_3832	atpD	4095422	4096804	1383	460	-1
SL1344_3964	yihP	4248675	4250057	1383	460	-1
SL1344_4506	radA	4854856	4856238	1383	460	1
SL1344_P1_0011	traH	14008	15390	1383	460	-1
SL1344_0143	pilB	166323	167708	1386	461	-1
SL1344_0530	cysS	598623	600008	1386	461	1
SL1344_3889	yifK	4160965	4162350	1386	461	1
SL1344_1410	pntB	1514089	1515477	1389	462	1
SL1344_1454	yneI	1558036	1559424	1389	462	1
SL1344_1507	narU	1616060	1617448	1389	462	1
SL1344_4194	siiB	4499778	4501166	1389	462	1
SL1344_1255	ydjN	1356928	1358319	1392	463	-1
SL1344_2311	SL1344_2311	2452638	2454029	1392	463	-1
SL1344_2367	pgtP	2509846	2511237	1392	463	1
SL1344_3648	selA	3894008	3895399	1392	463	-1
SL1344_3713	yicE	3962566	3963957	1392	463	1
SL1344_3753	uhpT	4007492	4008883	1392	463	-1
SL1344_0556	pheP	623687	625081	1395	464	1
SL1344_2027	pduP	2123936	2125330	1395	464	1
SL1344_2080	wcaJ	2183287	2184681	1395	464	-1
SL1344_1693	narK	1819397	1820794	1398	465	-1
SL1344_2329	SL1344_2329	2468981	2470378	1398	465	-1
SL1344_4112	hydH	4409767	4411164	1398	465	1
SL1344_4316	sgaT	4645813	4647210	1398	465	1
SL1344_0111	leuC	129676	131076	1401	466	-1
SL1344_0937	asnCa	1048046	1049446	1401	466	-1
SL1344_2777	gabP	2965586	2966986	1401	466	1
SL1344_3786	yhjA	4039909	4041309	1401	466	-1
SL1344_3805	dnaA	4064938	4066338	1401	466	-1
SL1344_3845	yieM	4107616	4109016	1401	466	-1
SL1344_4075	udhA	4365418	4366818	1401	466	-1
SL1344_4246	SL1344_4246	4577760	4579160	1401	466	-1
SL1344_0355	SL1344_0355	408252	409655	1404	467	1
SL1344_0673	SL1344_0673	753263	754666	1404	467	-1
SL1344_1400	fumC	1500853	1502256	1404	467	1
SL1344_1615	ycjX	1735781	1737184	1404	467	-1
SL1344_1889	fliD	2006970	2008373	1404	467	1
SL1344_2076	wcaM	2177743	2179146	1404	467	-1
SL1344_2107	baeS	2220853	2222256	1404	467	1
SL1344_2422	eutA	2566340	2567743	1404	467	-1
SL1344_2426	eutE	2571113	2572516	1404	467	-1
SL1344_4394	SL1344_4394	4726390	4727793	1404	467	-1
SL1344_0149	SL1344_0149	171814	173220	1407	468	-1
SL1344_0669	ybfM	748945	750351	1407	468	1
SL1344_2058	gnd	2157076	2158482	1407	468	-1
SL1344_2326	SL1344_2326	2464894	2466300	1407	468	-1
SL1344_2662	SL1344_2662	2850307	2851716	1410	469	1
SL1344_3952	glnG	4234295	4235704	1410	469	-1
SL1344_3954	glnA	4237037	4238446	1410	469	-1
SL1344_4331	cycA	4655428	4656837	1410	469	1
SL1344_4455	hsdS	4798189	4799598	1410	469	-1
SL1344_2106	yegB	2219441	2220853	1413	470	1
SL1344_3111	uxaC	3319610	3321022	1413	470	1
SL1344_3146	sufI	3355171	3356583	1413	470	-1
SL1344_2381	gltX	2527879	2529294	1416	471	-1
SL1344_2768	tctE	2954935	2956350	1416	471	-1
SL1344_4182	dnaB	4487883	4489298	1416	471	1
SL1344_4385	treB	4717385	4718802	1418	471,6666667	-1
SL1344_0185	pcnB	213870	215288	1419	472	-1
SL1344_2957	fucK	3151558	3152976	1419	472	1
SL1344_2994	araE	3197264	3198682	1419	472	-1
SL1344_3303	gltD	3520410	3521828	1419	472	1
SL1344_0204	clcA	238657	240078	1422	473	1
SL1344_0690	phrB	774189	775610	1422	473	1
SL1344_0906	ycaM	1007541	1008962	1422	473	1
SL1344_1862	otsA	1980867	1982288	1422	473	-1
SL1344_2328	SL1344_2328	2467469	2468890	1422	473	-1
SL1344_3963	yihO	4247208	4248629	1422	473	-1
SL1344_P1_0028	traB	27798	29219	1422	473	-1
SL1344_3854	yieO	4118819	4120242	1424	473,6666667	-1
SL1344_0154	lpdA	181011	182435	1425	474	1
SL1344_0659	miaB	733898	735322	1425	474	-1
SL1344_1529	ydcR	1645247	1646671	1425	474	-1
SL1344_1696	ychP	1823575	1824999	1425	474	-1
SL1344_0210	htrA	244488	245915	1428	475	1
SL1344_2330	SL1344_2330	2470589	2472016	1428	475	1
SL1344_2901	SL1344_2901	3086336	3087763	1428	475	1
SL1344_3228	SL1344_3228	3445116	3446543	1428	475	1
SL1344_4149	SL1344_4149	4455255	4456682	1428	475	-1
SL1344_0006	yaaJ	5966	7396	1431	476	-1
SL1344_1920	dcm	2031897	2033327	1431	476	-1
SL1344_2044	sbcB	2141976	2143406	1431	476	1
SL1344_2059	rfbP	2158646	2160076	1431	476	-1
SL1344_3923	yigN	4197310	4198740	1431	476	1
SL1344_4236	melB	4565129	4566559	1431	476	1
SL1344_0644	ybeS	718312	719745	1434	477	1
SL1344_0872	ybjT	964160	965593	1434	477	-1
SL1344_1140	ptsG	1242511	1243944	1434	477	1
SL1344_2060	rfbK	2160148	2161581	1434	477	-1
SL1344_3027	bglA	3230027	3231460	1434	477	1
SL1344_3173	rfaE	3383264	3384697	1434	477	-1
SL1344_3272	dacB	3490070	3491503	1434	477	1
SL1344_3292	rpoN	3505827	3507260	1434	477	1
SL1344_3502	glgA	3722701	3724134	1434	477	-1
SL1344_0940	SL1344_0940	1051884	1053320	1437	478	1
SL1344_2082	cpsB	2186216	2187652	1437	478	-1
SL1344_2150	yohG	2266545	2267981	1437	478	-1
SL1344_4213	nrfA	4537396	4538832	1437	478	1
SL1344_4263	aspA	4591526	4592962	1437	478	-1
SL1344_4352	iolT2	4681898	4683334	1437	478	1
SL1344_1779	yebU	1906143	1907582	1440	479	1
SL1344_1873	SL1344_1873	1990696	1992135	1440	479	-1
SL1344_2061	cpsB2	2161568	2163007	1440	479	-1
SL1344_2820	norV	3007647	3009086	1440	479	1
SL1344_2913	cysN	3095503	3096942	1440	479	-1
SL1344_1279	ydiU	1380426	1381868	1443	480	1
SL1344_1822	pykA	1940045	1941487	1443	480	1
SL1344_2526	yfhK	2703891	2705333	1443	480	-1
SL1344_2546	gogB	2726744	2728186	1443	480	1
SL1344_1528	ydcW	1643687	1645132	1446	481	-1
SL1344_3340	tldD	3555770	3557215	1446	481	-1
SL1344_0419	thiI	477354	478802	1449	482	1
SL1344_2569	SL1344_2569	2750024	2751472	1449	482	-1
SL1344_2775	gabD	2962710	2964158	1449	482	1
SL1344_0365	prpD	419682	421133	1452	483	1
SL1344_1486	SL1344_1486	1590134	1591585	1452	483	1
SL1344_3355	panF	3573686	3575137	1452	483	1
SL1344_3939	trkH	4215218	4216669	1452	483	1
SL1344_0515	allP	581913	583367	1455	484	1
SL1344_1334	sseC	1441849	1443303	1455	484	1
SL1344_1986	amn	2089022	2090476	1455	484	-1
SL1344_3625	xylB	3866228	3867682	1455	484	-1
SL1344_0312	pepD	360451	361908	1458	485	-1
SL1344_0345	SL1344_0345	391905	393362	1458	485	-1
SL1344_1990	yeeO	2092092	2093549	1458	485	-1
SL1344_2285	nuoN	2422070	2423527	1458	485	-1
SL1344_1670	cls	1789721	1791181	1461	486	1
SL1344_2522	yjdL	2699867	2701327	1461	486	1
SL1344_3495	SL1344_3495	3712162	3713622	1461	486	-1
SL1344_0606	citT	680393	681856	1464	487	-1
SL1344_1168	phoQ	1274079	1275542	1464	487	-1
SL1344_2457	SL1344_2457	2605687	2607150	1464	487	1
SL1344_1041	hpaE	1145829	1147295	1467	488	1
SL1344_1438	ydfI	1542923	1544389	1467	488	1
SL1344_1484	SL1344_1484	1587258	1588724	1467	488	-1
SL1344_2472	guaB	2622168	2623634	1467	488	-1
SL1344_1033	pipD	1136960	1138429	1470	489	-1
SL1344_2177	lysP	2296604	2298073	1470	489	-1
SL1344_3342	cafA	3561267	3562736	1470	489	-1
SL1344_3996	rhaB	4278746	4280215	1470	489	-1
SL1344_0647	ybeV	720450	721922	1473	490	1
SL1344_2481	engA	2649173	2650645	1473	490	-1
SL1344_3059	SL1344_3059	3265086	3266558	1473	490	-1
SL1344_3110	uxuB	3318126	3319598	1473	490	1
SL1344_3557	yhiP	3782936	3784408	1473	490	1
SL1344_0129	murC	151146	152621	1476	491	1
SL1344_0438	ampG	498086	499561	1476	491	-1
SL1344_0755	modF	842153	843628	1476	491	-1
SL1344_1688	SL1344_1688	1810579	1812054	1476	491	-1
SL1344_1820	zwf	1937235	1938710	1476	491	-1
SL1344_3160	tolC	3369271	3370746	1476	491	1
SL1344_3536	ftsY	3760068	3761543	1476	491	-1
SL1344_3869	ilvC	4138922	4140397	1476	491	1
SL1344_1240	astD	1341295	1342773	1479	492	1
SL1344_2079	wzx	2181676	2183154	1479	492	-1
SL1344_3932	yigC	4205143	4206621	1479	492	1
SL1344_0691	ybgH	775649	777130	1482	493	-1
SL1344_3873	gppA	4143372	4144853	1482	493	-1
SL1344_1892	amyA	2009235	2010719	1485	494	1
