locus tag	gene name	function	log2FC	logCPM	PValue	q.value
SL1344_3744	SL1344_3744	hypothetical DNA-binding protein	0.179	6.731	0.207	0.661
SL1344_3745	SL1344_3745	hypothetical phosphocarrier protein of PTS system	0.390	7.046	0.006	0.070
SL1344_3746	SL1344_3746	hypothetical fructose-1,6-bisphosphate aldolase, class II	0.178	8.634	0.133	0.546
SL1344_3747	SL1344_3747	hypothetical sugar (pentulose and hexulose) kinase	0.204	9.961	0.058	0.353
SL1344_3748	SL1344_3748	PTS system, galactitol-specific IIC component	0.197	10.317	0.071	0.401
SL1344_3749	SL1344_3749	hypothetical IIB component of PTS system	-0.176	6.275	0.280	0.729
SL1344_3750	SL1344_3750	hypothetical phosphoenolpyruvate-dependent sugar phosphotransferase system, eiia 2	0.199	8.528	0.107	0.502
SL1344_3751	SL1344_3751	hypothetical GntR-family transcriptional regulator	0.143	8.056	0.251	0.700
SL1344_3752	yicN	hypothetical exported protein	0.258	5.807	0.179	0.626
SL1344_3753	uhpT	hexosephosphate transport protein	0.178	7.119	0.231	0.682
SL1344_3754	uhpC	regulatory protein	0.152	6.145	0.372	0.807
SL1344_3755	uhpB	two-component system sensor histidine kinase	0.176	6.482	0.275	0.721
SL1344_3756	uhpA	two-component system response regulator protein	0.177	6.470	0.258	0.703
SL1344_3757	SL1344_3757	hypothetical protein	0.177	6.171	0.413	0.835
SL1344_3758	SL1344_3758	probable permease	0.279	8.314	0.056	0.351
SL1344_3759	SL1344_3759	hypothetical carbohydrate kinase	0.295	8.309	0.018	0.164
SL1344_3760	SL1344_3760	hypothetical DeoR-family transcriptional regulator	0.366	3.670	0.378	0.812
SL1344_3761	ilvN	acetohydroxy acid synthase I, small subunit	0.390	5.754	0.042	0.293
SL1344_3762	ilvB	acetohydroxy acid synthase I, small subunit	0.011	7.009	0.953	1.000
SL1344_3763	ivbL	ilvBN operon attenuator peptide	1.431	2.943	0.017	0.155
SL1344_3765	SL1344_3765	hypothetical membrane protein	0.434	6.028	0.045	0.308
SL1344_3766	emrD	multidrug resistance protein D	-0.395	5.887	0.053	0.338
SL1344_3767	SL1344_3767	hypothetical protein	-0.228	6.210	0.185	0.636
SL1344_3768	dsdC	D-serine deaminase activator	0.429	5.373	0.057	0.352
SL1344_3769	dsdX	DsdX permease	0.272	6.912	0.047	0.314
SL1344_3770	dsdA	D-serine dehydratase	0.258	6.349	0.115	0.522
SL1344_3771	yidF	conserved hypothetical protein	0.123	5.227	0.698	0.970
SL1344_3772	yidG	conserved hypothetical protein	0.352	5.435	0.143	0.562
SL1344_3773	yidH	conserved hypothetical protein	0.118	4.566	0.786	0.990
SL1344_3774	yidE	hypothetical membrane protein	0.313	7.537	0.024	0.204
SL1344_3775	hslS	heat shock protein B	0.079	6.186	0.701	0.970
SL1344_3776	hslT	heat shock protein A	0.654	5.650	0.002	0.032
SL1344_3777	yidQ	hypothetical lipoprotein	0.301	5.846	0.120	0.531
SL1344_3778	yidR	hypothetical ATP/GTP-binding protein	0.053	6.030	0.785	0.990
SL1344_3779	ccmH1	cytochrome c-type biogenesis protein H1	0.060	4.294	0.935	1.000
SL1344_3780	ccmG1	cytochrome C-type biogenesis protein	0.348	2.670	0.735	0.976
SL1344_3785	ccmA1	protoheme exporter protein 1A	0.210	2.179	1.000	1.000
SL1344_3786	yhjA	probable cytochrome c peroxidase	0.214	10.160	0.046	0.313
SL1344_3787	torD	TorD protein	0.169	7.906	0.179	0.625
SL1344_3788	torA	trimethylamine-N-oxide reductase precursor	0.305	8.063	0.014	0.135
SL1344_3789	torC	cytochrome c-type protein	0.080	6.711	0.598	0.941
SL1344_3790	torR	torCAD operon transcriptional regulatory protein	0.359	5.885	0.102	0.490
SL1344_3791	torT	Solute binding receptor protein	0.203	6.224	0.256	0.703
SL1344_3792	torS	Two-component sensor protein histidine protein kinase.	0.191	8.212	0.113	0.521
SL1344_3793	dgoT	d-galactonate transporter	0.304	7.094	0.039	0.282
SL1344_3794	dgoD	D-galactonate dehydratase (ec 4.1.2.21) (ec 4.2.1.6)	-0.023	6.569	0.921	1.000
SL1344_3795	dgoA	2-dehydro-3-deoxy-6-phosphogalactonate aldolase (ec 4.1.2.21) (6-phospho-2-dehydro-3-deoxygalactonate aldolase) (2-oxo-3-deoxygalactonate 6-phosphate aldolase)	-0.067	6.018	0.720	0.975
SL1344_3796	dgoK	2-dehydro-3-deoxygalactonokinase (ec 2.7.1.58) (2-keto-3-deoxy-galactonokinase) (2-oxo-3-deoxygalactonate kinase)	-0.064	6.445	0.708	0.972
SL1344_3797	dgoR	galactonate operon transcriptional repressor	0.195	3.612	0.693	0.969
SL1344_3798	yidA	conserved hypothetical protein	0.099	5.648	0.683	0.965
SL1344_3799	SL1344_3799	hypothetical membrane transport protein	0.396	9.913	0.000	0.005
SL1344_3800	SL1344_3800	possible racemase	-0.022	6.786	0.933	1.000
SL1344_3801	SL1344_3801	hypothetical LysR-family transcriptioanl regulator	-0.040	5.482	0.835	1.000
SL1344_3803	recF	recF protein	0.248	6.662	0.107	0.500
SL1344_3808	SL1344_3808	conserved hypothetical protein	-0.506	2.709	0.509	0.892
SL1344_3809	yidC	hypothetical membrane protein	-1.997	2.127	0.015	0.139
SL1344_3810	thdF	thiophene and furan oxidation protein	1.819	2.008	0.057	0.352
SL1344_3811	intA	pseudogene	0.341	7.132	0.036	0.268
SL1344_3812	SL1344_3812	hypothetical protein	0.201	8.703	0.085	0.439
SL1344_3813	SL1344_3813	reverse transcriptase	-0.787	5.520	0.000	0.009
SL1344_3814	yidY	hypothetical membrane transport protein	0.333	7.500	0.010	0.101
SL1344_3815	yidZ	hypothetical LysR-family transcriptional regulator	0.090	6.428	0.593	0.937
SL1344_3816	yieE	conserved hypothetical protein	0.216	6.666	0.147	0.568
SL1344_3817	yieF	conserved hypothetical protein	0.087	6.537	0.640	0.956
SL1344_3818	yieG	hypothetical membrane transport protein	0.142	7.193	0.302	0.755
SL1344_3819	yieH	hypothetical hydrolase	0.263	6.634	0.096	0.472
SL1344_3820	phoU	phosphate transport system regulatory protein	-0.165	3.676	0.809	0.998
SL1344_3821	pstB	phosphate transport ATP-binding protein	-1.099	5.604	0.000	0.000
SL1344_3822	pstA	phosphate transport system permease protein	-0.143	6.237	0.459	0.861
SL1344_3823	pstC	phosphate transport system permease protein	-0.369	5.209	0.128	0.543
SL1344_3824	pstS	periplasmic phosphate-binding protein	0.040	6.610	0.824	1.000
SL1344_3825	SL1344_3825	probable PTS system permease	0.338	7.004	0.011	0.109
SL1344_3826	SL1344_3826	hypothetical shikimate 5-dehydrogenase	0.402	6.769	0.005	0.056
SL1344_3827	SL1344_3827	conserved hypothetical protein	0.161	7.590	0.223	0.676
SL1344_3830	SL1344_3830	hypothetical membrane protein	0.330	7.199	0.017	0.157
SL1344_3833	atpG	ATP synthase gamma subunit	1.179	1.008	0.632	0.954
SL1344_3834	atpA	ATP synthase alpha subunit	-3.280	0.746	0.505	0.889
SL1344_3840	gidB	glucose inhibited division protein	0.288	5.851	0.128	0.543
SL1344_3841	gidA	glucose inhibited division protein	0.111	2.815	1.000	1.000
SL1344_3842	mioC	MioC protein	0.541	5.717	0.009	0.090
SL1344_3843	asnCb	regulatory protein	-0.029	5.768	0.889	1.000
SL1344_3844	asnA	asparagine synthetase A	0.073	6.744	0.617	0.947
SL1344_3845	yieM	conserved hypothetical protein	-0.010	7.018	0.977	1.000
SL1344_3846	yieN	conserved hypothetical protein	0.092	7.447	0.489	0.879
SL1344_3847	kup	membrane transport protein	0.005	7.761	1.000	1.000
SL1344_3848	rbsD	high affinity ribose transport protein RbsD	0.482	5.303	0.053	0.338
SL1344_3849	rbsA	high affinity ribose transport protein	0.224	7.568	0.105	0.495
SL1344_3850	rbsC	high affinity ribose transport protein	0.154	6.407	0.341	0.791
SL1344_3851	rbsB	D-ribose-binding periplasmic protein	0.315	5.124	0.231	0.682
SL1344_3852	rbsK	ribokinase	0.624	6.531	0.000	0.001
SL1344_3853	rbsR	ribose operon repressor	0.534	6.057	0.005	0.057
SL1344_3854	yieO	pseudogene	0.273	7.783	0.038	0.279
SL1344_3857	yieP	hypothetical 20.8 kDa protein in rbsr-rrsc intergenic region	0.404	5.635	0.061	0.364
SL1344_3858	yifA	possible LysR-family transcriptional regulatory protein	0.780	5.628	0.000	0.006
SL1344_3859	yifE	conserved hypothetical protein	0.637	5.840	0.001	0.015
SL1344_3860	comM	encodes cytoplasmic proteins involved in competence	0.464	7.582	0.000	0.008
SL1344_3861	ilvG	acetolactate synthase large subunit	0.232	7.295	0.098	0.481
SL1344_3862	ilvM	acetohydroxy acid synthase II, small subunit	0.579	3.465	0.232	0.682
SL1344_3863	ilvE	branched-chain amino-acid aminotransferase	0.606	7.470	0.001	0.015
SL1344_3864	ilvD	dihydroxyacid dehydratase	-1.189	6.977	0.000	0.000
SL1344_3865	ilvA	threonine deaminase	0.206	7.606	0.167	0.605
SL1344_3866	SL1344_3866	conserved hypothetical protein	0.734	3.829	0.061	0.361
SL1344_3867	SL1344_3867	conserved hypothetical protein	0.400	5.668	0.056	0.348
SL1344_3868	ilvY	LysR-family regulatory protein for ilvC expression	0.102	6.742	0.492	0.881
SL1344_3869	ilvC	ketol-acid reductoisomerase	-0.781	6.165	0.000	0.003
SL1344_3870	ppiC	peptidyl-prolyl cis-trans isomerase C	0.120	4.534	0.779	0.990
SL1344_3870A	SL1344_3870A	pseudogene	0.249	6.034	0.223	0.676
SL1344_3871	SL1344_3871	pseudogene	0.395	4.696	0.207	0.661
SL1344_3873	gppA	guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (guanosine pentaphosphatase)	0.595	6.459	0.001	0.012
SL1344_3874	rhlB	hypothetical ATP-dependent RNA helicase	0.845	6.816	0.000	0.000
SL1344_3875	trxA	thioredoxin	-2.040	4.343	0.000	0.000
SL1344_3877	rfe	hypothetical undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase	-0.332	6.202	0.079	0.426
SL1344_3878	wzzE	lipopolysaccharide biosynthesis protein	-0.305	6.355	0.078	0.421
SL1344_3879	rffE	UDP-N-acetyl-D-glucosamine 2-epimerase	-0.539	5.908	0.007	0.080
SL1344_3880	rffD	UDP-ManNAc dehydrogenase	-0.385	5.508	0.115	0.522
SL1344_3881	rffG	UDP-N-acetylglucosamine epimerase (UDP-GlcNAc-2-epimerase)	0.148	6.882	0.344	0.794
SL1344_3882	rffH	glucose-1-phosphate thymidylyltransferase	0.110	5.213	0.713	0.974
SL1344_3883	rffC	lipopolysaccharide biosynthesis protein	-0.145	4.373	0.791	0.992
SL1344_3884	rffA	lipopolysaccharide biosynthesis protein	-0.694	4.903	0.023	0.195
SL1344_3885	wzxE	hypothetical lipopolysaccharide biosynthesis protein	-1.076	4.342	0.011	0.111
SL1344_3886	SL1344_3886	conserved hypothetical protein	-0.663	3.932	0.131	0.546
SL1344_3887	rffT	probable 4-alpha-l-fucosyltransferase	1.873	1.230	0.234	0.686
SL1344_3888	rffM	probable UDP-N-acetyl-D-mannosaminuronic acid transferase	-0.382	5.738	0.060	0.360
SL1344_3889	yifK	probable amino acid permease	0.442	6.879	0.008	0.083
SL1344_3890	hemY	Porphyrin biosynthetic protein	-0.065	6.881	0.638	0.956
SL1344_3891	hemX	uroporphyrinogen III methylase	-0.134	6.007	0.469	0.865
SL1344_3894	cyaA	adenylate cyclase	0.182	5.744	0.391	0.822
SL1344_3895	SL1344_3895	hypothetical inner membrane protein	0.210	8.203	0.101	0.488
SL1344_3896	SL1344_3896	hypothetical inner membrane protein	0.083	7.655	0.530	0.902
SL1344_3897	SL1344_3897	conserved hypothetical protein	0.117	8.134	0.358	0.801
SL1344_3898	cyaY	CyaY protein	0.429	6.103	0.017	0.154
SL1344_3899	SL1344_3899	hypothetical membrane protein	0.130	5.335	0.614	0.947
SL1344_3899A	SL1344_3899A	pseudogene	0.148	5.477	0.508	0.891
SL1344_3900	yifL	hypothetical lipoprotein	-0.094	5.592	0.707	0.972
SL1344_3902	yigA	conserved hypothetical protein	0.269	6.691	0.069	0.391
SL1344_3903	xerC	integrase/recombinase	-0.803	4.417	0.009	0.097
SL1344_3904	yigB	conserved hypothetical protein	-0.066	5.822	0.781	0.990
SL1344_3905	uvrD	DNA helicase II	-0.101	6.031	0.708	0.972
SL1344_3906	corA	magnesium and cobalt transport protein	-0.053	5.530	0.848	1.000
SL1344_3907	yigF	conserved hypothetical protein	0.125	7.047	0.414	0.835
SL1344_3908	yigG	conserved hypothetical protein	0.432	5.605	0.045	0.306
SL1344_3909	rarD	chloramphenicol-sensitive protein RarD	0.239	7.223	0.116	0.522
SL1344_3910	yigI	conserved hypothetical protein	0.581	6.737	0.000	0.001
SL1344_3911	pldA	detergent-resistant phospholipase A	0.111	7.172	0.412	0.835
SL1344_3912	recQ	ATP-dependent DNA helicase	0.173	7.122	0.223	0.676
SL1344_3913	rhtC	threonine efflux protein	0.114	5.600	0.654	0.960
SL1344_3914	rhtB	homoserine/homoserine lactone efflux protein	0.237	5.784	0.234	0.686
SL1344_3915	pldB	lysophospholipase L2	0.053	7.055	0.706	0.972
SL1344_3916	yigL	conserved hypothetical protein	-0.024	7.082	0.880	1.000
SL1344_3917	yigM	hypothetical membrane protein	0.229	7.119	0.127	0.543
SL1344_3918	metR	trans-activator of metE and metH	0.142	6.274	0.467	0.865
SL1344_3919	metE	5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferase	0.162	8.163	0.187	0.638
SL1344_3920	SL1344_3920	hypothetical regulatory protein	0.195	7.267	0.197	0.648
SL1344_3921	dlhH	hypothetical hydrolase	-0.256	6.214	0.133	0.546
SL1344_3922	udp	uridine phosphorylase	0.435	5.229	0.141	0.562
SL1344_3923	yigN	hypothetical membrane protein	0.154	7.851	0.223	0.676
SL1344_3925	yigP	conserved hypothetical protein	-0.207	1.009	1.000	1.000
SL1344_3927	tatA	sec-independent protein translocase protein	-0.423	3.513	0.417	0.838
SL1344_3928	tatB	sec-independent protein translocase protein	0.189	6.762	0.193	0.644
SL1344_3929	tatC	sec-independent protein translocase protein	0.458	7.050	0.002	0.022
SL1344_3930	tatD	hypothetical deoxyribonuclease	0.401	6.853	0.007	0.079
SL1344_3931	rfaH	transcriptional activator	3.543	7.833	0.000	0.000
SL1344_3932	yigC	conserved hypothetical protein	-1.991	1.883	0.079	0.423
SL1344_3933	fre	flavin reductase	-0.596	5.852	0.004	0.048
SL1344_3934	SL1344_3934	possible transferase	0.222	9.887	0.040	0.284
SL1344_3935	fadA	small (beta) subunit of the fatty acid-oxidizing multienzyme complex	0.449	5.561	0.039	0.282
SL1344_3936	fadB	large (alpha) subunit of the fatty acid-oxidizing multienzyme complex	0.120	7.915	0.368	0.803
SL1344_3937	pepQ	proline dipeptidase	-0.002	6.321	0.972	1.000
SL1344_3938	yigZ	conserved hypothetical protein	0.118	6.204	0.588	0.937
SL1344_3939	trkH	trk system potassium uptake protein	0.689	4.338	0.036	0.268
SL1344_3940	hemG	protoporphyrinogen oxidase	2.453	2.006	0.012	0.116
SL1344_3941	mobB	molybdopterin-guanine dinucleotide biosynthesis protein B	-0.022	4.681	0.944	1.000
SL1344_3942	mobA	molybdopterin-guanine dinucleotide biosynthesis protein A	0.451	4.846	0.113	0.521
SL1344_3944	rodA	serine/threonine protein kinase	-0.191	6.062	0.274	0.719
SL1344_3945	dsbA	thiol:disulfide interchange protein	-0.729	5.610	0.000	0.008
SL1344_3946	yihG	hypothetical acyltransferase	0.221	6.581	0.145	0.566
SL1344_3947	polA	DNA polymerase I	-1.588	1.009	0.632	0.954
SL1344_3948	engB	ATP/GTP-binding protein	0.276	5.571	0.225	0.678
SL1344_3950	yihI	conserved hypothetical protein	0.131	5.088	0.628	0.953
SL1344_3951	hemN	oxygen-independent coproporphyrinogen III oxidase	0.074	6.589	0.697	0.970
SL1344_3951A	yshB	conserved sORF	0.564	4.679	0.085	0.438
SL1344_3952	glnG	Two-component system, response regulator	-0.373	3.983	0.428	0.841
SL1344_3953	glnL	Two-component system sensory histidine kinase	0.237	2.948	0.704	0.972
SL1344_3955	typA	GTP-binding protein	0.263	7.322	0.051	0.327
SL1344_3956	SL1344_3956	conserved hypothetical protein	0.146	6.815	0.310	0.761
SL1344_3957	SL1344_3957	hypothetical protein	0.161	7.829	0.211	0.669
SL1344_3958	SL1344_3958	hypothetical coproporphyrinogen III oxidase	0.153	9.805	0.163	0.596
SL1344_3959	SL1344_3959	hypothetical protein	0.232	9.824	0.032	0.247
SL1344_3960	SL1344_3960	conserved hypothetical protein	0.130	9.002	0.255	0.701
SL1344_3961	SL1344_3961	hypothetical protein	0.079	8.883	0.503	0.889
SL1344_3962	ompL	conserved hypothetical protein	0.265	7.351	0.062	0.366
SL1344_3963	yihO	hypothetical membrane transport protein	0.202	9.149	0.070	0.394
SL1344_3964	yihP	hypothetical membrane permease	0.322	7.456	0.017	0.158
SL1344_3965	yihQ	hypothetical glycosyl hydrolase	0.177	6.977	0.192	0.644
SL1344_3966	yihR	conserved hypothetical protein	0.212	7.136	0.125	0.541
SL1344_3967	yihS	conserved hypothetical protein	0.292	6.982	0.058	0.353
SL1344_3968	yihT	hypothetical aldolase	0.313	5.580	0.132	0.546
SL1344_3969	yihU	hypothetical oxidoreductase	0.242	4.670	0.446	0.854
SL1344_3970	yihV	hypothetical sugar kinase	0.285	7.238	0.064	0.373
SL1344_3971	yihW	hypothetical DeoR-family transcriptional regulator	0.045	5.676	0.881	1.000
SL1344_3972	yihX	hypothetical haloacid dehalogenase-like hydrolase	0.456	5.395	0.064	0.372
SL1344_3973	rbn	ribonuclease BN	0.258	6.120	0.169	0.610
SL1344_3974	yihZ	conserved hypothetical protein	0.488	4.910	0.075	0.414
SL1344_3975	yiiD	hypothetical acetyltransferase	0.201	7.433	0.125	0.541
SL1344_3976	SL1344_3976	conserved hypothetical protein	0.311	4.305	0.423	0.840
SL1344_3977	SL1344_3977	conserved hypothetical protein	0.420	6.711	0.007	0.076
SL1344_3978	SL1344_3978	hypothetical lipase	0.478	5.911	0.029	0.234
SL1344_3979	SL1344_3979	conserved hypothetical protein	0.278	2.066	0.816	1.000
SL1344_3980	SL1344_3980	hypothetical DNA-binding protein	0.397	4.751	0.153	0.579
SL1344_3981	fdhE	FdhE protein	0.212	6.154	0.217	0.674
SL1344_3982	fdoI	formate dehydrogenase-O gamma subunit	0.427	5.335	0.077	0.420
SL1344_3983	fdoH	formate dehydrogenase-O beta subunit	-0.027	6.639	0.868	1.000
SL1344_3984	fdoG	hypothetical 1 formate dehydrogenase-O, major subunit	0.161	8.403	0.177	0.624
SL1344_3986	fdhD	FdhD protein	-0.144	7.172	0.282	0.732
SL1344_3987	SL1344_3987	hypothetical lipoprotein	0.129	10.032	0.243	0.694
SL1344_3988	yiiG	hypothetical lipoprotein	0.123	9.888	0.262	0.708
SL1344_3989	SL1344_3989	hypothetical exported protein	0.173	5.917	0.398	0.826
SL1344_3990	SL1344_3990	hypothetical exported protein	0.050	6.288	0.782	0.990
SL1344_3991	SL1344_3991	hypothetical DNA-binding protein	0.218	5.475	0.411	0.835
SL1344_3992	yiiL	conserved hypothetical protein	0.197	6.195	0.244	0.695
SL1344_3993	SL1344_3993	alcohol dehydrogenase	0.207	6.396	0.218	0.676
SL1344_3994	rhaD	rhamnulose-1-phosphate aldolase (ec 4.1.2.19)	-0.082	5.729	0.742	0.976
SL1344_3995	rhaA	L-rhamnose isomerase	0.307	7.326	0.024	0.201
SL1344_3996	rhaB	rhamnulokinase	0.241	6.898	0.086	0.440
SL1344_3997	rhaS	L-rhamnose operon regulatory protein	0.055	5.673	0.771	0.988
SL1344_3998	rhaR	L-rhamnose operon transcriptional activator	0.092	6.101	0.660	0.962
SL1344_3999	rhaT	L rhamnose-proton symporter	0.129	7.647	0.335	0.789
SL1344_4000	SL1344_4000	conserved hypothetical protein	0.094	8.100	0.451	0.857
SL1344_4001	SL1344_4001	hypothetical membrane transport protein	0.207	8.941	0.067	0.384
SL1344_4002	SL1344_4002	trap dicarboxylate transporter, dctq subunit	-0.010	6.381	0.974	1.000
SL1344_4003	SL1344_4003	trap dicarboxylate transporter, dctp subunit	0.384	6.596	0.012	0.117
SL1344_4004	sodA	manganese superoxide dismutase	-0.001	4.654	1.000	1.000
SL1344_4005	yiiM	conserved hypothetical protein	0.140	4.614	0.655	0.960
SL1344_4006	SL1344_4006	hypothetical protein	0.302	5.611	0.144	0.565
SL1344_4007	cpxA	two-component sensor kinase protein	0.152	6.969	0.307	0.758
SL1344_4008	cpxR	two-component response regulatory protein	-0.059	5.976	0.814	1.000
SL1344_4009	cpxP	extracytoplasmic stress protein for protein-mediated toxicities	0.617	4.976	0.034	0.261
SL1344_4010	fieF	hypothetical transmembrane efflux protein	-0.028	7.075	0.842	1.000
SL1344_4011	pfkA	6-phosphofructokinase	0.216	4.651	0.509	0.891
SL1344_4012	sbp	periplasmic sulphate binding protein	0.152	6.912	0.279	0.727
SL1344_4013	cdha	CDP-diglyceride hydrolase	0.277	7.051	0.032	0.251
SL1344_4014	SL1344_4014	hypothetical sugar transport protein	0.048	9.680	0.665	0.963
SL1344_4015	SL1344_4015	hypothetical carbohydrate kinase	0.059	6.000	0.765	0.985
SL1344_4016	SL1344_4016	hypothetical protein	-0.190	5.960	0.366	0.803
SL1344_4017	SL1344_4017	hypothetical GntR-family regulatory protein	-0.841	5.936	0.003	0.035
SL1344_4018	SL1344_4018	conserved hypothetical protein	-0.139	2.849	0.877	1.000
SL1344_4019	cdhb	pseudogene	0.163	4.369	0.781	0.990
SL1344_4020	SL1344_4020	conserved hypothetical protein	0.089	6.159	0.632	0.954
SL1344_4021	ydeV	hypothetical sugar kinase	0.337	7.572	0.008	0.090
SL1344_4022	ydeW	hypothetical regulatory protein	0.005	7.723	1.000	1.000
SL1344_4023	ego	hypothetical ABC transporter ATP-binding protein	0.004	7.824	1.000	1.000
SL1344_4024	ydeY	hypothetical ABC transporter permease protein	0.035	7.619	0.802	0.996
SL1344_4025	ydeZ	hypothetical ABC transporter, membrane component	0.169	9.026	0.136	0.552
SL1344_4026	yneA	hypothetical ABC transport protein, solute-binding component	0.174	8.935	0.136	0.552
SL1344_4027	yneB	hypothetical aldolase	-0.352	9.509	0.015	0.141
SL1344_4028	yneC	conserved hypothetical protein	0.101	6.863	0.463	0.861
SL1344_4029	SL1344_4029	hypothetical ribulose-phosphate 3-epimerase	0.777	5.846	0.003	0.036
SL1344_4031	yiiQ	conserved hypothetical protein	-0.117	5.966	0.533	0.902
SL1344_4032	yiiR	hypothetical membrane protein	-0.113	4.808	0.740	0.976
SL1344_4033	fpr	ferredoxin--NADP reductase	0.044	5.303	0.958	1.000
SL1344_4034	glpX	hypothetical glycerol metabolic protein	0.145	5.393	0.613	0.946
SL1344_4035	glpK	glycerol kinase	0.126	7.741	0.325	0.778
SL1344_4036	glpF	glycerol uptake facilitator protein	0.295	7.278	0.033	0.257
SL1344_4037	yiiU	cell division factor ZapB	0.563	4.400	0.113	0.521
SL1344_4038	menG	menaquinone biosynthesis protein	1.281	2.975	0.025	0.209
SL1344_4039	menA	menaquinone biosynthetic protein	-0.036	5.995	0.836	1.000
SL1344_4040	hslU	heat shock protein	0.764	7.185	0.000	0.000
SL1344_4041	hslV	heat shock protein	0.540	6.883	0.001	0.013
SL1344_4042	ftsN	cell division protein	-0.228	6.108	0.192	0.644
SL1344_4043	cytR	transcriptional repressor	0.562	5.788	0.007	0.077
SL1344_4046	SL1344_4046	hypothetical protein	0.320	6.710	0.037	0.274
SL1344_4047	SL1344_4047	hypothetical arylsulfate sulfotransferase	0.122	10.289	0.251	0.700
SL1344_4048	metJ	repressor of the methionine regulon	-0.135	6.195	0.435	0.848
SL1344_4049	metB	cystathionine gamma-synthase	-0.038	7.268	0.818	1.000
SL1344_4050	metL	bifunctional aspartokinase II/homoserine dehydrogenase IIcan I write	0.444	7.520	0.002	0.024
SL1344_4051	SL1344_4051	inner membrane protein	0.164	9.520	0.149	0.574
SL1344_4052	SL1344_4052	inner membrane protein	0.229	9.623	0.037	0.273
SL1344_4053	SL1344_4053	conserved hypothetical protein	0.005	8.106	0.990	1.000
SL1344_4054	SL1344_4054	conserved hypothetical protein	0.097	8.265	0.460	0.861
SL1344_4055	metF	5,10 methylenetetrahydrofolate reductase	0.226	6.296	0.198	0.649
SL1344_4056	katG	catalase (hydroperoxidase I)	0.216	7.858	0.126	0.542
SL1344_4057	yijF	conserved hypothetical protein	0.406	6.594	0.008	0.082
SL1344_4058	gldA	glycerol dehydrogenase	0.206	5.394	0.365	0.803
SL1344_4059	talC	hypothetical transaldolase	0.077	5.011	0.816	1.000
SL1344_4060	ptsA	phosphoenolpyruvate-protein phosphotransferase (ec 2.7.3.9) (phosphotransferase system, enzyme i) (enzyme i-ani)	0.111	7.575	0.396	0.826
SL1344_4061	frwC	PTS system, protein component IIC (phosphotransferase enzyme ii, c component)	0.265	6.751	0.058	0.354
SL1344_4062	frwB	PTS system protein IIB component 1 (phosphotransferase enzyme ii, b component) (ec 2.7.1.69)	-0.171	5.252	0.476	0.870
SL1344_4063	pflD	formate acetyltransferase 2 (ec 2.3.1.54) (pyruvate formate-lyase 2)	0.140	7.642	0.296	0.750
SL1344_4064	pflC	pyruvate formate-lyase 2 activating enzyme (ec 1.97.1.4) (pfl-activating enzyme)	0.145	6.519	0.376	0.810
SL1344_4065	frwD	PTS system, component IIB	-0.063	5.480	0.800	0.996
SL1344_4066	yijO	hypothetical AraC-family transcriptional regulator	0.250	5.902	0.174	0.618
SL1344_4068	yijP	hypothetical membrane protein	0.196	7.888	0.183	0.631
SL1344_4069	ppc	phosphoenolpyruvate carboxylase	0.184	7.969	0.150	0.574
SL1344_4070	argE	acetylornithine deacetylase	-0.166	7.664	0.248	0.698
SL1344_4071	argC	N-acetyl-gamma-glutamyl-phosphate reductase	0.007	6.613	0.972	1.000
SL1344_4072	argB	acetylglutamate kinase	0.230	6.280	0.171	0.615
SL1344_4073	argH	argininosuccinate lyase	-0.077	6.579	0.693	0.969
SL1344_4074	oxyR	hydrogen peroxide-inducible regulon activator	0.065	5.310	0.883	1.000
SL1344_4075	udhA	possible pyridine nucleotide-disulphide oxidoreductase	-0.259	4.053	0.518	0.896
SL1344_4076	yijC	possible TetR-family trancriptional regulatory protein	-0.250	6.463	0.110	0.511
SL1344_4077	yijD	hypothetical membrane protein	0.235	6.320	0.154	0.581
SL1344_4078	trmA	tRNA (uracil-5)-methyltransferase	0.266	6.985	0.058	0.353
SL1344_4079	btuB	vitamin B12 receptor protein	0.009	8.082	0.954	1.000
SL1344_4081	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	-0.087	3.944	0.928	1.000
SL1344_4082	birA	bifunctional protein: biotin operon repressor and biotin-[acetyl-CoA carboxylase] synthetase	1.010	2.066	0.248	0.699
SL1344_4084	SL1344_4084	conserved hypothetical protein	0.888	3.441	0.068	0.390
SL1344_4085	tufB	elongation factor Tu	2.005	2.123	0.045	0.308
SL1344_4090	rplJ	50S ribosomal subunit protein L10	1.422	2.067	0.191	0.642
SL1344_4093	rpoC	DNA-directed RNA polymerase, beta'-subunit	0.419	6.690	0.006	0.066
SL1344_4094	SL1344_4094	hypothetical inner membrane protein	0.275	6.188	0.136	0.552
SL1344_4095	SL1344_4095	conserved hypothetical protein	-0.464	5.451	0.030	0.238
SL1344_4096	sseK1	Type III secretion system effector protein	-0.025	8.508	0.849	1.000
SL1344_4097	SL1344_4097	conserved hypothetical protein	-0.015	6.684	0.946	1.000
SL1344_4098	thiH	thiamine biosynthesis protein	0.225	6.537	0.197	0.648
SL1344_4099	thiG	thiamine biosynthesis protein	0.109	7.048	0.433	0.847
SL1344_4100	thiS	thiamine biosynthesis protein	-0.236	3.068	0.674	0.963
